EmployeeNumber,Age,Gender,Education,EducationField,MaritalStatus,JobRole,JobLevel,Department,MonthlyIncome,PercentSalaryHike,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,StandardHours,OverTime,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TrainingTimesLastYear,YearsSinceLastPromotion,DistanceFromHome,WorkLifeBalance,BusinessTravel,Churn
700,27,Male,4,Medical,Single,Research Scientist,1,Research & Development,2045,13,2,4,1,4,3,80,No,0,5,4,0,1,3,1,3,2,Travel_Rarely,No
701,20,Male,1,Medical,Single,Research Scientist,1,Research & Development,1009,11,3,3,4,4,3,80,Yes,1,1,1,5,1,10,1,3,0,Travel_Rarely,Yes
702,33,Male,3,Life Sciences,Single,Research Scientist,1,Research & Development,3348,11,3,1,1,1,3,80,Yes,1,10,10,3,7,3,9,3,8,Travel_Frequently,Yes
704,35,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,1281,18,2,3,3,3,3,80,No,1,1,1,3,0,3,0,3,0,Non-Travel,No
705,23,Male,3,Medical,Married,Research Scientist,1,Research & Development,2819,16,4,1,1,1,3,80,No,2,5,3,3,2,4,0,4,2,Travel_Rarely,No
707,25,Male,3,Life Sciences,Married,Sales Executive,2,Sales,4851,22,4,2,4,3,4,80,No,0,4,3,4,2,8,1,3,2,Travel_Rarely,No
709,38,Female,4,Marketing,Single,Sales Executive,2,Sales,4028,20,2,4,4,1,4,80,No,0,8,7,2,5,7,0,3,7,Travel_Rarely,No
710,29,Male,4,Life Sciences,Divorced,Research Scientist,1,Research & Development,2720,18,1,4,2,4,3,80,No,1,10,10,5,8,1,2,3,7,Travel_Frequently,No
712,48,Male,1,Marketing,Married,Sales Executive,2,Sales,8120,12,4,2,2,4,3,80,No,3,12,2,3,2,2,2,3,2,Travel_Rarely,No
714,27,Female,1,Medical,Divorced,Sales Executive,2,Sales,4647,20,4,4,4,2,4,80,Yes,1,6,6,3,4,3,0,3,5,Travel_Frequently,No
715,37,Male,2,Life Sciences,Single,Research Scientist,1,Research & Development,4680,17,4,4,4,1,3,80,No,3,4,1,2,0,10,0,3,0,Travel_Rarely,No
716,50,Male,1,Medical,Married,Laboratory Technician,1,Research & Development,3221,11,4,3,4,3,3,80,Yes,1,20,20,3,8,28,3,3,8,Travel_Rarely,No
717,34,Female,3,Medical,Single,Healthcare Representative,3,Research & Development,8621,14,2,2,4,2,3,80,No,1,9,8,3,7,9,7,4,7,Travel_Rarely,No
720,24,Female,2,Life Sciences,Single,Sales Executive,2,Sales,4577,14,3,3,1,1,3,80,No,9,4,2,3,0,3,2,3,2,Travel_Rarely,Yes
721,39,Female,4,Technical Degree,Single,Healthcare Representative,2,Research & Development,4553,11,2,3,4,1,3,80,No,1,20,20,4,10,2,11,3,7,Travel_Rarely,No
722,32,Male,3,Marketing,Single,Sales Executive,2,Sales,5396,12,3,4,4,4,3,80,No,1,10,10,2,8,10,0,2,7,Travel_Rarely,No
723,50,Male,2,Technical Degree,Married,Sales Executive,2,Sales,6796,14,3,3,2,1,3,80,Yes,3,18,4,4,3,8,1,3,3,Travel_Frequently,Yes
724,38,Female,4,Life Sciences,Single,Healthcare Representative,2,Research & Development,7625,13,4,4,2,3,3,80,No,0,10,9,4,8,1,1,2,7,Travel_Rarely,No
725,27,Female,2,Life Sciences,Married,Manufacturing Director,3,Research & Development,7412,11,3,1,3,4,3,80,No,1,9,9,3,7,1,0,3,7,Travel_Rarely,No
727,32,Female,2,Life Sciences,Single,Research Director,3,Research & Development,11159,15,3,4,3,4,3,80,No,3,10,7,6,7,3,7,3,7,Travel_Rarely,No
728,47,Male,4,Marketing,Single,Sales Executive,2,Sales,4960,12,3,1,4,4,3,80,No,2,20,7,2,7,14,1,3,7,Travel_Rarely,No
729,40,Male,4,Life Sciences,Married,Sales Executive,3,Sales,10475,21,2,1,4,3,4,80,Yes,5,20,18,2,12,5,1,3,13,Travel_Frequently,No
730,53,Male,3,Life Sciences,Married,Research Director,4,Research & Development,14814,19,4,3,3,3,3,80,No,3,32,5,3,3,7,1,3,1,Travel_Rarely,No
731,41,Male,4,Human Resources,Divorced,Manager,5,Human Resources,19141,15,2,4,2,2,3,80,No,3,23,21,2,6,10,12,2,6,Travel_Rarely,No
732,60,Male,4,Marketing,Single,Sales Executive,2,Sales,5405,14,3,1,1,4,3,80,No,8,10,2,1,2,16,2,3,2,Travel_Rarely,No
733,27,Male,2,Life Sciences,Divorced,Manufacturing Director,3,Research & Development,8793,21,3,1,4,3,4,80,No,1,9,9,4,7,10,1,2,7,Travel_Frequently,No
734,41,Male,3,Human Resources,Married,Manager,5,Human Resources,19189,12,2,3,4,2,3,80,No,1,22,22,3,10,1,2,3,7,Travel_Rarely,No
738,50,Male,4,Marketing,Married,Sales Representative,1,Sales,3875,15,3,2,4,4,3,80,No,7,4,2,2,2,8,2,3,2,Travel_Rarely,No
741,28,Female,2,Life Sciences,Single,Research Scientist,1,Research & Development,2216,13,1,2,1,4,3,80,Yes,7,10,7,4,7,1,3,3,7,Travel_Rarely,Yes
742,36,Female,3,Life Sciences,Married,Research Director,3,Research & Development,11713,14,4,1,1,1,3,80,No,9,10,8,2,5,8,0,3,7,Non-Travel,No
743,38,Female,3,Life Sciences,Single,Manufacturing Director,3,Research & Development,7861,14,3,3,3,4,3,80,Yes,4,10,1,4,0,1,0,4,0,Travel_Rarely,No
744,44,Male,3,Medical,Single,Laboratory Technician,1,Research & Development,3708,14,1,3,1,3,3,80,No,2,9,5,5,4,24,1,3,2,Non-Travel,No
746,47,Female,3,Medical,Divorced,Sales Executive,4,Sales,13770,12,3,3,4,4,3,80,Yes,9,28,22,2,13,3,11,2,2,Travel_Frequently,No
747,30,Male,5,Marketing,Divorced,Sales Executive,2,Sales,5304,23,3,4,3,4,4,80,No,7,10,8,2,7,27,7,2,7,Travel_Rarely,No
749,29,Male,3,Life Sciences,Single,Sales Representative,1,Sales,2642,11,3,3,3,3,3,80,No,1,1,1,6,0,10,0,3,0,Travel_Rarely,No
752,42,Male,3,Medical,Divorced,Research Scientist,1,Research & Development,2759,12,4,3,3,4,3,80,Yes,6,7,2,2,2,19,2,3,2,Travel_Frequently,Yes
754,43,Male,3,Life Sciences,Married,Sales Executive,2,Sales,6804,18,2,4,4,3,3,80,No,3,7,2,5,2,15,2,3,2,Travel_Frequently,No
757,34,Female,2,Medical,Single,Healthcare Representative,2,Research & Development,6142,11,3,3,2,4,3,80,No,3,10,5,2,3,8,4,3,1,Travel_Rarely,No
758,23,Male,1,Medical,Married,Laboratory Technician,1,Research & Development,2500,14,3,1,2,4,3,80,No,1,5,4,2,2,9,0,4,3,Travel_Rarely,No
760,39,Female,3,Human Resources,Married,Human Resources,2,Human Resources,6389,15,4,2,3,3,3,80,No,9,12,8,3,6,3,3,1,3,Travel_Rarely,No
762,56,Male,3,Medical,Married,Healthcare Representative,4,Research & Development,11103,11,3,4,3,3,3,80,No,7,30,10,1,1,9,1,2,7,Travel_Rarely,No
763,40,Female,1,Medical,Single,Research Scientist,1,Research & Development,2342,20,2,4,4,4,4,80,Yes,0,5,4,2,3,2,2,2,2,Travel_Rarely,No
764,27,Female,3,Medical,Single,Healthcare Representative,2,Research & Development,6811,19,2,1,4,1,3,80,No,8,9,7,2,7,7,0,1,6,Travel_Rarely,No
766,29,Male,3,Marketing,Divorced,Sales Representative,1,Sales,2297,14,3,2,4,4,3,80,No,1,2,2,2,2,10,2,3,2,Travel_Rarely,No
769,53,Male,3,Life Sciences,Single,Laboratory Technician,2,Research & Development,2450,17,3,4,4,4,3,80,No,2,19,2,4,2,6,2,3,2,Travel_Rarely,No
771,35,Female,4,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,5093,11,3,1,4,1,3,80,No,2,16,1,2,0,2,0,4,0,Non-Travel,No
772,32,Male,4,Life Sciences,Married,Laboratory Technician,2,Research & Development,5309,15,3,4,1,4,3,80,No,1,10,10,2,7,24,4,3,8,Travel_Frequently,No
773,38,Male,5,Medical,Married,Research Scientist,1,Research & Development,3057,13,3,3,4,2,3,80,Yes,6,6,1,0,1,2,0,1,0,Travel_Rarely,No
775,34,Female,5,Life Sciences,Divorced,Manufacturing Director,2,Research & Development,5121,14,3,1,2,3,3,80,No,3,7,0,3,0,8,0,3,0,Travel_Rarely,No
776,52,Male,4,Marketing,Married,Manager,4,Sales,16856,11,2,1,3,1,3,80,No,1,34,34,3,16,3,1,4,6,Travel_Rarely,No
780,33,Male,4,Other,Single,Research Scientist,1,Research & Development,2686,13,3,4,4,3,3,80,Yes,1,10,10,2,8,1,7,2,9,Travel_Rarely,Yes
781,25,Female,1,Medical,Single,Sales Executive,2,Sales,6180,23,3,4,3,2,4,80,No,1,6,6,5,4,26,1,2,5,Travel_Rarely,No
783,45,Male,2,Technical Degree,Single,Sales Representative,2,Sales,6632,13,1,3,2,1,3,80,No,0,9,8,3,1,2,3,3,7,Travel_Rarely,No
784,23,Male,1,Medical,Single,Research Scientist,1,Research & Development,3505,18,4,3,1,4,3,80,No,1,2,2,3,2,10,0,3,2,Travel_Rarely,No
785,47,Female,2,Life Sciences,Single,Sales Executive,2,Sales,6397,12,4,3,2,4,3,80,Yes,4,8,5,2,3,27,1,3,4,Travel_Frequently,Yes
786,34,Male,3,Other,Single,Sales Executive,2,Sales,6274,22,3,4,4,3,4,80,No,1,6,6,5,4,2,1,3,5,Travel_Rarely,No
787,55,Male,3,Medical,Married,Manager,5,Research & Development,19859,13,3,1,4,4,3,80,Yes,5,24,5,2,4,2,1,3,2,Travel_Rarely,Yes
789,36,Male,4,Life Sciences,Single,Sales Executive,3,Sales,7587,15,2,1,1,2,3,80,No,1,10,10,1,9,8,0,3,7,Non-Travel,No
791,52,Male,4,Medical,Married,Research Scientist,1,Research & Development,4258,18,3,4,4,1,3,80,No,0,5,4,3,2,19,1,3,3,Non-Travel,No
792,26,Female,2,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,4364,14,1,4,1,1,3,80,No,3,5,2,2,0,1,2,3,2,Travel_Frequently,No
793,29,Female,3,Medical,Married,Healthcare Representative,2,Research & Development,4335,12,3,3,2,1,3,80,No,4,11,8,3,1,27,1,2,7,Travel_Rarely,No
796,26,Male,3,Technical Degree,Single,Sales Executive,2,Sales,5326,17,2,1,4,3,3,80,No,6,6,4,2,2,8,1,2,3,Travel_Rarely,Yes
797,34,Female,4,Life Sciences,Single,Research Scientist,1,Research & Development,3280,16,4,4,2,3,3,80,No,2,10,4,2,3,1,1,3,2,Travel_Rarely,No
799,54,Female,4,Medical,Divorced,Manufacturing Director,2,Research & Development,5485,11,3,1,4,2,3,80,Yes,9,9,5,4,4,19,1,3,3,Travel_Rarely,No
800,27,Male,1,Marketing,Married,Sales Executive,2,Sales,4342,19,3,4,3,2,3,80,No,0,5,4,3,1,8,1,3,2,Travel_Frequently,No
802,37,Female,1,Life Sciences,Divorced,Research Scientist,1,Research & Development,2782,13,3,1,4,2,3,80,Yes,0,6,5,3,3,10,4,2,3,Travel_Rarely,No
803,38,Female,4,Life Sciences,Single,Manufacturing Director,2,Research & Development,5980,12,4,1,1,4,3,80,Yes,6,17,15,2,12,2,4,3,7,Travel_Frequently,No
804,34,Female,4,Medical,Single,Research Scientist,1,Research & Development,4381,11,2,1,3,3,3,80,No,1,6,6,3,3,2,1,3,5,Travel_Rarely,No
805,35,Female,4,Life Sciences,Married,Sales Representative,1,Sales,2572,16,3,4,1,2,3,80,No,1,3,3,1,2,8,0,2,2,Travel_Rarely,No
806,30,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,3833,21,1,3,4,3,4,80,No,3,7,2,2,2,1,0,3,2,Travel_Rarely,No
807,40,Female,2,Medical,Married,Healthcare Representative,2,Research & Development,4244,24,4,2,3,4,4,80,No,1,8,8,2,7,2,3,3,7,Travel_Frequently,No
808,34,Female,2,Life Sciences,Married,Sales Executive,2,Sales,6500,17,3,1,3,2,3,80,No,5,6,3,1,2,8,1,3,2,Travel_Rarely,No
809,42,Male,3,Life Sciences,Divorced,Manager,5,Research & Development,18430,13,3,4,2,2,3,80,No,1,24,24,4,9,8,14,2,7,Travel_Frequently,No
811,23,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,1601,21,4,1,3,3,4,80,Yes,1,1,0,2,0,6,0,3,0,Travel_Rarely,Yes
812,24,Male,3,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2694,11,2,2,3,3,3,80,No,1,1,1,4,0,9,0,3,0,Non-Travel,No
813,52,Female,4,Life Sciences,Married,Laboratory Technician,2,Research & Development,3149,20,3,3,4,2,4,80,No,8,9,5,3,4,11,1,3,2,Travel_Rarely,No
815,50,Male,3,Medical,Married,Research Director,4,Research & Development,17639,16,3,3,3,4,3,80,No,5,30,4,3,3,2,0,3,3,Travel_Rarely,No
816,29,Female,2,Life Sciences,Married,Laboratory Technician,1,Research & Development,2319,11,2,1,2,4,3,80,Yes,1,1,1,1,0,1,0,3,0,Travel_Rarely,Yes
817,33,Male,3,Medical,Married,Research Director,3,Research & Development,11691,11,3,3,3,4,3,80,No,0,14,13,3,7,7,3,4,9,Travel_Rarely,No
819,33,Female,3,Marketing,Single,Sales Executive,2,Sales,5324,15,3,1,1,3,3,80,No,5,6,3,3,2,16,0,3,2,Travel_Rarely,Yes
820,47,Female,2,Other,Married,Manager,4,Research & Development,16752,11,3,4,3,3,3,80,Yes,1,26,26,3,0,2,3,2,14,Travel_Rarely,No
823,36,Female,3,Other,Married,Manufacturing Director,2,Research & Development,5228,15,3,2,3,1,3,80,No,0,10,9,2,5,1,0,3,7,Travel_Rarely,No
824,29,Male,2,Life Sciences,Married,Research Scientist,1,Research & Development,2700,24,4,3,3,3,4,80,No,1,10,10,3,7,23,0,3,7,Travel_Rarely,No
825,58,Male,4,Life Sciences,Single,Research Director,5,Research & Development,19246,12,3,2,4,4,3,80,Yes,7,40,31,2,8,2,13,3,15,Travel_Rarely,Yes
826,35,Female,4,Life Sciences,Single,Research Scientist,1,Research & Development,2506,13,4,3,4,3,3,80,No,3,7,2,0,2,1,2,3,2,Travel_Rarely,No
827,42,Female,2,Life Sciences,Married,Manufacturing Director,2,Research & Development,6062,13,2,4,4,4,3,80,Yes,9,8,4,4,2,1,0,3,3,Travel_Rarely,No
828,28,Male,4,Medical,Single,Research Scientist,1,Research & Development,4382,17,3,3,3,4,3,80,No,6,5,2,3,1,2,2,2,2,Travel_Rarely,Yes
829,36,Male,3,Human Resources,Married,Human Resources,1,Human Resources,2143,13,3,2,3,2,3,80,No,4,8,5,2,4,13,0,3,2,Travel_Rarely,No
830,32,Female,3,Life Sciences,Married,Manufacturing Director,2,Research & Development,6162,12,2,3,3,3,3,80,No,1,14,14,3,8,4,6,3,13,Travel_Rarely,No
832,40,Male,4,Medical,Single,Laboratory Technician,2,Research & Development,5094,14,2,3,1,4,3,80,No,6,10,1,6,0,16,0,3,0,Travel_Frequently,No
833,30,Female,3,Medical,Single,Manufacturing Director,2,Research & Development,6877,24,2,4,3,2,4,80,Yes,5,12,0,4,0,2,0,2,0,Travel_Rarely,No
834,45,Female,3,Life Sciences,Single,Research Scientist,1,Research & Development,2274,14,2,3,2,4,3,80,No,1,1,1,3,0,2,0,3,0,Travel_Rarely,No
836,42,Male,3,Life Sciences,Married,Manufacturing Director,2,Research & Development,4434,13,3,2,2,4,3,80,No,1,10,9,3,8,29,7,2,8,Travel_Rarely,No
837,38,Male,3,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,6288,15,2,1,1,3,3,80,No,2,13,4,3,2,12,1,2,3,Travel_Frequently,No
838,34,Female,4,Life Sciences,Single,Research Scientist,1,Research & Development,2553,16,2,4,3,3,3,80,No,1,6,5,3,3,16,1,3,2,Travel_Frequently,No
840,49,Female,3,Marketing,Married,Sales Executive,3,Sales,7654,18,3,4,3,1,3,80,No,1,9,9,3,7,11,7,4,8,Travel_Rarely,Yes
842,55,Male,1,Medical,Single,Sales Executive,2,Sales,5160,16,3,4,3,3,3,80,No,4,12,9,3,3,2,7,2,7,Travel_Rarely,Yes
843,43,Male,2,Life Sciences,Married,Research Director,4,Research & Development,17159,24,3,1,2,3,4,80,No,6,22,4,3,0,14,1,3,1,Travel_Rarely,No
844,27,Male,1,Technical Degree,Divorced,Research Director,3,Research & Development,12808,16,2,4,3,2,3,80,Yes,1,9,9,3,8,5,0,3,8,Travel_Rarely,No
845,35,Male,3,Other,Single,Manufacturing Director,3,Research & Development,10221,21,3,3,3,2,4,80,No,3,17,8,3,6,7,1,4,5,Travel_Rarely,No
846,28,Female,4,Marketing,Married,Sales Executive,2,Sales,4779,20,3,2,2,1,4,80,Yes,1,8,8,2,5,2,7,3,7,Travel_Rarely,No
847,34,Male,2,Human Resources,Married,Human Resources,1,Human Resources,3737,19,3,4,3,3,3,80,No,0,4,3,1,2,3,0,1,2,Travel_Rarely,No
848,26,Female,2,Medical,Married,Research Scientist,1,Research & Development,2366,14,2,3,3,1,3,80,Yes,1,8,8,2,7,5,1,3,7,Travel_Frequently,Yes
850,27,Male,3,Medical,Married,Research Scientist,1,Research & Development,1706,11,3,4,4,3,3,80,No,1,0,0,6,0,3,0,2,0,Non-Travel,No
851,51,Female,4,Marketing,Married,Manager,4,Sales,16307,14,3,3,1,3,3,80,No,2,29,20,2,17,26,4,2,6,Travel_Rarely,No
852,44,Male,3,Medical,Single,Healthcare Representative,2,Research & Development,5933,12,3,2,4,4,3,80,No,9,10,5,2,3,4,2,2,2,Travel_Rarely,No
854,25,Male,1,Medical,Single,Research Scientist,1,Research & Development,3424,13,4,1,1,3,3,80,No,7,6,4,3,1,2,0,2,3,Travel_Rarely,No
855,33,Male,3,Medical,Divorced,Sales Executive,2,Sales,4037,22,4,1,1,1,4,80,No,1,9,9,5,8,1,0,3,8,Travel_Rarely,No
856,35,Female,1,Medical,Single,Research Scientist,1,Research & Development,2559,11,2,1,3,4,3,80,No,1,6,6,3,1,27,1,2,5,Travel_Rarely,No
857,36,Male,2,Life Sciences,Married,Sales Executive,2,Sales,6201,14,3,4,2,4,3,80,Yes,1,18,18,1,11,1,4,2,14,Travel_Rarely,No
859,32,Male,4,Life Sciences,Divorced,Sales Executive,2,Sales,4403,11,3,4,2,3,3,80,No,2,8,5,3,3,13,0,2,2,Travel_Rarely,No
861,30,Male,4,Life Sciences,Divorced,Research Scientist,1,Research & Development,3761,12,2,4,2,2,3,80,No,9,10,5,3,3,5,0,2,4,Travel_Frequently,No
862,53,Female,2,Marketing,Married,Sales Executive,3,Sales,10934,18,2,4,1,4,3,80,Yes,7,35,5,3,4,7,0,3,2,Travel_Rarely,No
864,45,Male,3,Marketing,Divorced,Sales Executive,3,Sales,10761,12,3,1,4,3,3,80,Yes,4,18,5,2,2,9,0,3,4,Travel_Rarely,No
865,32,Female,2,Medical,Married,Research Scientist,2,Research & Development,5175,12,4,3,3,3,3,80,No,5,9,5,3,3,8,1,2,3,Travel_Rarely,No
867,52,Female,4,Medical,Married,Manufacturing Director,4,Research & Development,13826,22,2,4,3,3,4,80,No,3,31,9,3,0,25,0,3,8,Travel_Frequently,No
868,37,Male,4,Marketing,Divorced,Sales Executive,2,Sales,6334,19,2,3,4,4,3,80,No,4,9,1,2,0,16,0,3,0,Travel_Rarely,No
869,28,Male,2,Medical,Divorced,Human Resources,1,Human Resources,4936,13,2,4,2,4,3,80,No,1,6,5,6,4,8,0,3,1,Travel_Rarely,No
872,22,Male,2,Life Sciences,Married,Manufacturing Director,2,Research & Development,4775,22,2,4,4,1,4,80,No,6,4,2,2,2,1,2,1,2,Travel_Rarely,No
874,44,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,2818,24,4,4,1,3,4,80,Yes,2,10,3,2,2,8,0,2,2,Travel_Rarely,No
875,42,Male,1,Medical,Single,Research Scientist,1,Research & Development,2515,14,3,4,2,4,3,80,Yes,5,8,2,2,2,2,2,3,1,Travel_Frequently,No
878,36,Male,3,Life Sciences,Married,Human Resources,1,Human Resources,2342,21,2,1,1,3,4,80,No,0,6,5,3,3,8,0,3,4,Travel_Rarely,No
879,25,Male,1,Other,Married,Sales Executive,2,Sales,4194,18,3,1,3,4,3,80,Yes,1,5,5,3,3,3,0,3,3,Travel_Rarely,No
880,35,Female,3,Life Sciences,Married,Manufacturing Director,3,Research & Development,10685,20,2,3,4,2,4,80,Yes,1,17,17,2,15,9,5,3,14,Travel_Rarely,No
881,35,Female,4,Life Sciences,Divorced,Research Scientist,1,Research & Development,2022,19,3,2,4,1,3,80,Yes,1,10,10,3,8,25,7,2,2,Travel_Frequently,Yes
882,32,Male,3,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2314,12,3,4,4,2,3,80,No,0,4,3,2,2,1,0,3,0,Non-Travel,No
885,25,Male,1,Marketing,Married,Sales Executive,2,Sales,4256,12,2,1,3,1,3,80,No,1,5,5,1,3,4,0,4,2,Travel_Rarely,No
887,49,Female,3,Technical Degree,Married,Research Scientist,1,Research & Development,3580,16,3,1,3,2,3,80,No,2,7,4,2,2,1,0,3,2,Travel_Rarely,No
888,24,Male,1,Life Sciences,Married,Laboratory Technician,1,Research & Development,3162,17,2,4,1,4,3,80,No,0,6,5,2,4,4,3,2,2,Non-Travel,No
889,32,Male,2,Life Sciences,Married,Sales Executive,2,Sales,6524,14,3,2,2,4,3,80,No,1,10,10,3,3,5,5,3,8,Travel_Frequently,No
893,38,Male,3,Marketing,Married,Sales Representative,1,Sales,2899,19,2,2,2,4,3,80,No,0,3,2,3,2,9,1,3,2,Travel_Rarely,No
894,42,Female,3,Life Sciences,Married,Laboratory Technician,2,Research & Development,5231,13,4,4,3,2,3,80,Yes,2,17,5,1,3,3,1,2,3,Travel_Rarely,No
895,31,Male,4,Life Sciences,Married,Research Scientist,1,Research & Development,2356,19,3,4,4,2,3,80,Yes,3,8,6,2,2,11,0,3,4,Travel_Rarely,No
896,29,Female,3,Medical,Divorced,Sales Representative,1,Sales,2800,19,2,3,2,3,3,80,Yes,6,5,3,3,2,1,0,3,2,Travel_Rarely,Yes
897,53,Male,3,Marketing,Married,Sales Executive,4,Sales,11836,14,3,4,1,3,3,80,No,5,28,2,3,2,8,2,3,0,Travel_Rarely,No
899,35,Male,3,Technical Degree,Married,Manufacturing Director,3,Research & Development,10903,16,2,2,4,1,3,80,No,3,16,13,2,8,25,4,3,10,Travel_Rarely,No
900,37,Female,2,Medical,Married,Sales Representative,1,Sales,2973,15,3,4,3,2,3,80,No,5,10,5,3,0,21,0,3,4,Travel_Frequently,No
901,53,Female,4,Life Sciences,Single,Research Director,4,Research & Development,14275,18,3,4,4,3,3,80,No,6,33,12,0,8,23,3,3,9,Travel_Rarely,No
902,43,Female,3,Life Sciences,Married,Healthcare Representative,2,Research & Development,5562,13,3,4,4,2,3,80,No,4,12,5,2,2,1,2,2,2,Travel_Frequently,No
903,47,Female,2,Marketing,Married,Sales Executive,2,Sales,4537,22,3,4,3,1,4,80,Yes,0,8,7,2,7,2,7,3,6,Travel_Rarely,No
904,37,Male,2,Medical,Single,Sales Executive,3,Sales,7642,13,3,2,1,4,3,80,Yes,1,10,10,2,9,19,0,3,0,Non-Travel,No
905,50,Male,4,Life Sciences,Divorced,Manager,4,Research & Development,17924,11,3,1,1,4,3,80,No,1,31,31,3,7,2,14,3,6,Non-Travel,No
909,39,Female,3,Life Sciences,Married,Human Resources,2,Human Resources,5204,11,2,4,4,3,3,80,No,8,13,5,2,4,2,0,3,4,Travel_Rarely,No
910,33,Male,2,Human Resources,Divorced,Human Resources,1,Human Resources,2277,11,3,2,4,3,3,80,Yes,3,7,4,4,3,3,0,4,3,Travel_Rarely,No
911,32,Male,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,2795,24,3,4,1,3,4,80,Yes,1,1,1,2,1,25,0,1,0,Travel_Rarely,Yes
912,29,Female,1,Medical,Divorced,Laboratory Technician,1,Research & Development,2532,14,2,4,1,3,3,80,No,6,8,4,5,3,7,0,3,3,Travel_Rarely,No
913,44,Male,2,Life Sciences,Married,Research Scientist,1,Research & Development,2559,13,3,1,2,4,3,80,Yes,1,8,8,0,1,9,7,3,7,Travel_Rarely,No
916,28,Male,4,Medical,Single,Sales Executive,2,Sales,4908,14,3,4,1,2,3,80,No,1,4,4,3,2,5,0,3,2,Travel_Rarely,No
918,58,Male,1,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2380,14,2,4,4,4,3,80,Yes,9,3,1,3,0,2,0,2,0,Travel_Frequently,Yes
920,43,Female,3,Life Sciences,Divorced,Manufacturing Director,2,Research & Development,4765,21,3,2,1,3,4,80,No,4,4,1,2,0,8,0,4,0,Travel_Rarely,No
922,20,Female,3,Medical,Single,Sales Representative,1,Sales,2044,13,2,3,3,4,3,80,No,1,2,2,3,2,2,0,2,2,Travel_Rarely,Yes
923,21,Female,1,Other,Single,Research Scientist,1,Research & Development,2693,19,3,4,4,1,3,80,No,1,1,1,3,0,18,0,2,0,Travel_Rarely,Yes
924,36,Male,1,Life Sciences,Married,Healthcare Representative,2,Research & Development,6586,17,3,4,3,1,3,80,Yes,0,17,16,2,11,14,4,2,8,Travel_Rarely,No
925,47,Female,4,Life Sciences,Single,Sales Representative,1,Sales,3294,18,2,4,4,1,3,80,Yes,1,3,3,3,2,2,1,2,2,Travel_Rarely,No
926,22,Female,1,Life Sciences,Married,Manufacturing Director,2,Research & Development,4171,19,3,3,2,1,3,80,Yes,0,4,3,3,2,3,0,4,2,Travel_Rarely,Yes
927,41,Female,4,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2778,13,1,4,2,3,3,80,Yes,4,10,7,1,0,2,1,2,7,Travel_Rarely,Yes
930,28,Female,3,Medical,Divorced,Research Scientist,1,Research & Development,2377,18,3,3,3,2,3,80,No,5,6,2,2,2,9,2,3,2,Travel_Rarely,No
932,39,Male,3,Medical,Married,Laboratory Technician,1,Research & Development,2404,21,3,1,4,4,4,80,Yes,7,8,2,2,2,6,2,1,2,Travel_Rarely,Yes
933,27,Female,3,Life Sciences,Single,Research Scientist,1,Research & Development,2318,19,3,3,2,3,3,80,No,1,1,1,2,0,4,0,3,1,Travel_Rarely,No
934,34,Male,3,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2008,14,3,2,2,2,3,80,No,1,1,1,3,0,10,1,3,0,Travel_Rarely,No
936,42,Female,2,Medical,Single,Sales Executive,2,Sales,6244,17,2,3,3,1,3,80,No,7,10,5,6,3,14,0,3,4,Travel_Rarely,No
939,33,Male,4,Other,Single,Research Scientist,1,Research & Development,2799,11,2,1,3,2,3,80,Yes,3,6,3,1,2,1,0,3,2,Travel_Rarely,No
940,58,Female,3,Technical Degree,Divorced,Healthcare Representative,3,Research & Development,10552,13,2,2,3,4,3,80,Yes,2,24,6,3,4,5,0,3,0,Travel_Rarely,No
941,31,Male,4,Life Sciences,Married,Sales Representative,1,Sales,2329,15,2,3,2,2,3,80,No,3,13,7,2,2,7,5,4,7,Travel_Rarely,No
942,35,Female,1,Life Sciences,Married,Healthcare Representative,2,Research & Development,4014,25,3,4,4,4,4,80,Yes,1,10,10,2,7,21,0,1,6,Travel_Rarely,No
944,49,Female,2,Other,Married,Laboratory Technician,3,Research & Development,7403,11,3,2,1,3,3,80,No,4,29,26,3,7,8,1,2,9,Travel_Rarely,No
945,48,Male,4,Medical,Married,Research Scientist,1,Research & Development,2259,17,3,3,4,1,3,80,No,4,13,0,2,0,20,0,2,0,Travel_Rarely,No
947,31,Female,2,Marketing,Married,Sales Executive,2,Sales,6932,13,3,3,4,4,3,80,No,1,9,9,2,0,20,0,2,8,Non-Travel,No
